Date,Close,High,Low,Open,Volume
2021-07-30,529.685302734375,531.5118037782867,527.8588016904633,530.5985532563309,18999281
2021-08-02,538.8177490234375,538.8177490234375,529.6852448027013,532.4249960689222,23482491
2021-08-03,542.4707641601562,542.4707641601562,538.8177623813,542.4707641601562,22747702
2021-08-04,544.2974243164062,546.1239257402868,542.4709228925257,546.1239257402868,20313271
2021-08-05,544.2974243164062,546.1239257402868,541.5576721805854,546.1239257402868,15116242
2021-08-06,539.7310791015625,544.2973318858396,536.9913274309962,544.2973318858396,13687213
2021-08-09,543.3841552734375,543.3841552734375,532.4251470998555,538.8179018677783,17390951
2021-08-10,539.7310791015625,544.2973318858396,537.9045779878516,544.2973318858396,17190865
2021-08-11,538.8177490234375,538.8177490234375,534.2514969130693,538.8177490234375,19969687
2021-08-12,535.1648559570312,536.9913571719017,533.3383547421608,535.1648559570312,15444622
2021-08-13,530.5985107421875,534.2515125373145,528.7720098446241,534.2515125373145,22524428
2021-08-16,533.3383178710938,535.1648189596934,527.8588146052949,531.5118167824942,19315705
2021-08-17,533.3383178710938,533.3383178710938,533.3383178710938,533.3383178710938,0
2021-08-18,524.205810546875,525.1190610878974,516.8998062186955,518.7263073007404,43716164
2021-08-19,510.5071716308594,523.2926821904873,510.5071716308593,523.2926821904873,38868947
2021-08-20,504.1142272949219,514.1599818243496,503.2009768831557,511.4202305890512,45614061
2021-08-23,516.8997802734375,522.379283244534,510.50702680715824,511.420277302341,33685159
2021-08-24,522.3792724609375,525.1190238899285,521.4660219846072,524.2057734135981,24844800
2021-08-25,534.2516479492188,534.2516479492188,524.2058904664129,528.7721438676883,27504657
2021-08-26,542.4707641601562,550.6900181625829,539.7310128260141,548.8635172731548,43822008
2021-08-27,547.0370483398438,547.950298837907,541.5575453514647,544.2972968456543,27105651
2021-08-30,552.5165405273438,552.5165405273438,547.0370376460808,549.7767890867123,36575609
2021-08-31,560.7357177734375,560.7357177734375,546.1237120985596,551.6032142266388,52721470
2021-09-01,559.82275390625,560.736004728283,555.2564997960848,560.736004728283,30092045
2021-09-02,554.3431396484375,561.649144783837,554.3431396484375,559.8226434999872,24112463
2021-09-03,566.2152709960938,566.2152709960938,557.082766625189,557.082766625189,51562454
2021-09-06,576.2609252929688,582.6536772375817,567.1284225149502,568.954923070554,55589014
2021-09-07,568.9551391601562,579.0008960313629,568.9551391601562,579.0008960313629,26526056
2021-09-08,565.3020629882812,572.608067033364,558.9093094488338,568.0418145051873,37817737
2021-09-09,565.3020629882812,566.2153134939166,557.0828084375631,558.9093094488338,18735512
2021-09-10,568.0418701171875,568.9551207122312,560.7358653568377,561.6491159518815,16304725
2021-09-13,561.6490478515625,566.2153002731199,559.8225468829395,565.3020497888084,15198774
2021-09-14,559.82275390625,564.3890080164151,558.9095030842169,564.3890080164151,14441901
2021-09-15,554.3431396484375,559.8226434999872,554.3431396484375,557.0828915742123,23433501
2021-09-16,550.444091796875,556.8659395345052,549.5266849772136,553.1963122558593,22467022
2021-09-17,550.444091796875,559.6181599934896,549.5266849772136,550.444091796875,40717715
2021-09-22,537.6004028320312,540.3526233243455,534.8481823397171,537.6004028320312,40642293
2021-09-23,539.4351806640625,544.0222145132467,539.4351806640625,539.4351806640625,21696296
2021-09-24,548.6093139648438,548.6093139648438,541.2700589285248,542.1874658080646,16736973
2021-09-27,552.2789916992188,552.2789916992188,544.0223290326192,550.4441777733077,19464241
2021-09-28,544.9396362304688,546.7744498204703,543.1048226404672,545.8570430254696,16707080
2021-09-29,532.0958251953125,534.8480449808055,529.3436054098195,532.0958251953125,49310524
2021-09-30,532.0958251953125,536.6828581711342,527.5087922194908,532.0958251953125,30465107
2021-10-01,526.5914916992188,531.1785255990377,523.8392713593273,531.1785255990377,36704493
2021-10-04,524.7567138671875,527.508934394463,522.0044933399121,526.5915275520379,20957803
2021-10-05,524.7567138671875,524.7567138671875,513.7478317580857,515.582645442936,33824024
2021-10-06,523.8392333984375,526.5914535388847,518.3347931175433,525.6740468254022,32508846
2021-10-07,532.0958251953125,533.9306383856411,524.7565724339978,527.5087922194908,27933054
2021-10-08,527.5089721679688,534.8482274329144,525.6741583517323,533.9308205247962,18279079
2021-10-12,527.5089721679688,527.5089721679688,517.4174961786686,522.9219376273777,26522907
2021-10-13,523.8392333984375,527.5088602523671,522.9218266849551,524.7566401119199,18914374
2021-10-14,525.6741333007812,531.1785744871769,525.6741333007812,531.1785744871769,13916927
2021-10-15,550.444091796875,550.444091796875,537.6003963216145,543.1048372395833,53150216
2021-10-18,541.2700805664062,554.1137773934057,541.2700805664062,554.1137773934057,19158568
2021-10-19,550.444091796875,550.444091796875,544.0222440592448,548.6092781575521,17386359
2021-10-20,548.6093139648438,554.113755242083,547.6919070853039,553.1963483625432,16372520
2021-10-21,546.7745971679688,553.1964464635657,545.8571901257407,552.2790394213375,16169014
2021-10-22,550.444091796875,552.2789054361979,544.9396508789063,550.444091796875,13995403
2021-10-25,544.0221557617188,547.6917824447657,541.2699357494334,547.6917824447657,16785568
2021-10-26,549.5267944335938,550.444201435987,544.0223524192338,545.8571664240205,19998808
2021-10-27,549.5267944335938,549.5267944335938,544.9397594216272,548.6093874312004,14961858
2021-10-28,545.857177734375,548.6093987985819,542.1875496487658,548.6093987985819,16570044
2021-10-29,541.2700805664062,546.7745220636917,540.352673650192,545.8571151474774,25763960
2021-11-01,541.2700805664062,544.0223013150489,541.2700805664062,542.1874874826204,16089351
2021-11-02,543.1048583984375,547.6918926754513,541.270044687632,544.939672109243,15192404
2021-11-03,543.1048583984375,547.6918926754513,543.1048583984375,547.6918926754513,10224009
2021-11-04,538.5179443359375,544.9397937573201,536.6831302155425,543.104979636925,17932145
2021-11-05,550.444091796875,550.444091796875,545.8570576985677,548.6092781575521,33270827
2021-11-08,552.2789916992188,552.2789916992188,548.6093638473967,550.4441777733077,19752355
2021-11-09,560.5355224609375,566.039962943369,559.6181157138656,560.5355224609375,39538660
2021-11-10,561.4530029296875,561.4530029296875,557.7833754595589,560.5355960621554,16027674
2021-11-11,555.9485473632812,555.9485473632812,550.4441063002785,550.4441063002785,18463848
2021-11-12,554.11376953125,560.5356178536321,552.2789557248551,559.6182109504346,15821327
2021-11-15,557.7835083007812,560.5357295588443,556.8661012147603,558.7009153868023,15551452
2021-11-16,559.6181640625,561.4529777151639,557.7833504098361,561.4529777151639,20917108
2021-11-17,559.6181640625,564.2051981941598,557.7833504098361,564.2051981941598,19717852
2021-11-18,562.3704833984375,563.2878903860369,556.8660414728411,562.3704833984375,20030651
2021-11-19,566.9575805664062,571.544616007882,566.0401734781111,570.6272089195869,35554348
2021-11-22,564.2051391601562,566.9573593511814,564.2051391601562,566.9573593511814,20312168
2021-11-23,561.4530029296875,564.205223532284,560.5355960621554,564.205223532284,19431694
2021-11-24,553.1963500976562,561.4530120394123,552.2789432152389,561.4530120394123,20391940
2021-11-25,553.1963500976562,556.8659776273256,551.3615363328215,555.0311638624909,11888265
2021-11-26,546.7745971679688,551.3616323791094,543.1049689990563,548.609411252425,26588102
2021-11-29,544.0221557617188,548.6091891155274,542.1873424201953,544.9395624324804,23379558
2021-11-30,546.7745971679688,550.4442253368813,542.1875619568281,547.692004210197,62021697
2021-12-01,550.444091796875,553.1963122558593,544.9396508789063,546.7744645182291,21403404
2021-12-02,564.2051391601562,564.2051391601562,552.2788516657139,555.0310718567391,45125742
2021-12-03,557.7835083007812,563.2879508169074,555.9486941287392,563.2879508169074,23045832
2021-12-06,550.444091796875,558.7007531738282,550.444091796875,553.1963122558593,23589363
2021-12-07,556.8660278320312,556.8660278320312,547.6919581807622,552.2789930063967,18606530
2021-12-08,552.2789916992188,563.2878752546849,552.2789916992188,563.2878752546849,20801543
2021-12-09,557.7835083007812,557.7835083007812,552.2790657846551,555.9486941287392,11039070
2021-12-10,555.0311279296875,557.7833483987604,552.2789074606147,555.0311279296875,10497451
2021-12-13,551.361572265625,559.6182347454763,551.361572265625,558.7008278032706,17711657
2021-12-14,549.5267944335938,550.444201435987,547.6919804288071,548.6093874312004,22579034
2021-12-15,550.444091796875,551.3614986165364,546.7744645182291,547.6918713378906,21827730
2021-12-16,557.586669921875,557.586669921875,553.900146484375,557.586669921875,21809022
2021-12-17,559.4299926757812,559.4299926757812,552.056944996364,553.9002069162183,24105733
2021-12-20,551.1353149414062,559.4299935943706,551.1353149414062,559.4299935943706,21381070
2021-12-21,550.2136840820312,552.9785769668656,548.3704221588084,550.2136840820312,17001461
2021-12-22,552.9786376953125,553.900268758138,551.1353755696615,551.1353755696615,9831802
2021-12-23,558.5084838867188,560.3517462097773,554.8219592406018,559.430115048248,16654439
2021-12-24,556.6651000976562,561.2732548997892,556.6651000976562,558.5083620185094,11059689
2021-12-27,558.5084838867188,562.1950085328357,556.6652215636602,556.6652215636602,16259872
2021-12-28,566.8031616210938,566.8031616210938,562.1950058355565,562.1950058355565,33892718
2021-12-29,567.7246704101562,570.4895632855304,565.8814084932402,566.8030394516982,24518766
2021-12-30,566.8031616210938,571.4113174066312,566.8031616210938,570.4896862495236,19681276
2022-01-03,581.549072265625,582.470703125,569.56787109375,570.489501953125,69089158
2022-01-04,604.5900268554688,604.5900268554688,593.5304531934785,594.4520843319776,79434666
2022-01-05,599.06005859375,616.571044921875,595.37353515625,616.571044921875,69593809
2022-01-06,593.5302734375,595.37353515625,586.1572265625,588.00048828125,53210211
2022-01-07,584.3141479492188,595.3737217274374,582.470885652849,592.6088282828828,38249908
2022-01-10,592.6087646484375,594.4520267468774,577.862667860918,578.784298910138,38289770
2022-01-11,599.9818115234375,599.9818115234375,588.9222389607935,595.3736562890025,33196585
2022-01-12,608.2764282226562,608.2764282226562,599.0601187041311,605.5115353670986,38860063
2022-01-13,609.1980590820312,610.1196900337438,603.6682733717556,606.4331662268935,38137411
2022-01-14,619.3358764648438,620.2575072333926,609.1979380108061,620.2575072333926,95200777
2022-01-17,629.4739990234375,634.0821542139458,624.8658438329292,631.3172610996409,59614236
2022-01-18,610.1198120117188,627.6308035951366,610.1198120117188,624.8659101872286,43593330
2022-01-19,602.7467651367188,608.2765519728355,599.9818717186604,600.9035028580132,40381333
2022-01-20,599.9818115234375,605.5115978047595,595.3736562890025,599.0601804765505,46474584
2022-01-21,590.765625,595.373781201248,587.0791000390016,593.5305187207488,49577684
2022-01-24,601.8251342773438,603.6683965569068,587.0790360408391,588.9222983204022,47134502
2022-01-25,590.765625,594.4521499609984,588.0007312792511,592.6088874804992,52318736
2022-01-26,586.1573486328125,590.7655038893598,585.2357175815031,585.2357175815031,29957189
2022-02-07,585.2357788085938,593.5304591381644,581.5492542176735,593.5304591381644,56836469
2022-02-08,578.7843017578125,594.4520296716387,578.7843017578125,594.4520296716387,39718217
2022-02-09,583.392333984375,587.078857421875,580.62744140625,585.235595703125,30048791
2022-02-10,598.138427734375,598.138427734375,587.078857421875,588.922119140625,34587133
2022-02-11,599.06005859375,599.06005859375,591.68701171875,595.37353515625,26723278
2022-02-14,587.0789794921875,590.7655036962201,585.2357173901712,589.843872645212,27826382
2022-02-15,583.392333984375,588.922119140625,583.392333984375,583.392333984375,21970460
2022-02-16,595.3737182617188,595.3737182617188,589.8439314047987,594.4520871188987,25191741
2022-02-17,594.4519653320312,595.3735962860344,590.7654415160187,593.5303343780281,18135080
2022-02-18,587.0789794921875,588.9222415942038,586.1573484411794,588.0006105431956,20804191
2022-02-21,582.4708251953125,586.1573494054094,582.4708251953125,583.3924562478367,23797502
2022-02-22,577.8626098632812,580.6275027334405,576.0193479498417,578.784240820001,34086593
2022-02-23,576.0194091796875,579.7059333984374,574.1761470703125,575.097778125,31953054
2022-02-24,556.6651000976562,570.489564504055,556.6651000976562,569.5679335436284,73663161
2022-02-25,556.6651000976562,561.2732548997892,552.97857625595,552.97857625595,89012516
2022-03-01,556.6651000976562,562.1948858602158,552.0569452955233,552.0569452955233,66720867
2022-03-02,553.9002685546875,557.5867928046355,552.9786374922005,553.9002685546875,40693457
2022-03-03,554.8218994140625,559.4300547248105,553.9002683519128,555.7435304762121,33792420
2022-03-04,548.3705444335938,550.2138067678243,545.6056509322478,548.3705444335938,55917115
2022-03-07,530.8594360351562,535.4675908618503,529.9378050698175,534.5459598965115,86496560
2022-03-08,518.8782958984375,525.3297134318105,517.0350337460452,517.0350337460452,79029914
2022-03-09,523.486572265625,528.0947287116252,522.564940976425,522.564940976425,52155415
2022-03-10,540.99755859375,542.840821144325,536.3894022173126,539.154296043175,45630467
2022-03-11,529.9378051757812,536.389221934443,529.0161742102582,535.4675909689198,38943098
2022-03-14,527.1730346679688,531.7811905654161,527.1730346679688,529.0162970269477,33919577
2022-03-15,514.27001953125,518.878173828125,514.27001953125,517.95654296875,74092231
2022-03-16,516.817138671875,523.3005077949989,514.0385519048219,522.3743122059813,43438327
2022-03-17,539.0460815429688,539.9722775593656,532.5627094281908,535.3412974773813,60959900
2022-03-18,538.11962890625,539.0458244809596,533.4886510327023,539.0458244809596,46242430
2022-03-21,542.7506103515625,545.5291970939767,539.9720236091484,539.9720236091484,21400273
2022-03-22,539.9720458984375,542.7506327555478,534.4148721842168,534.4148721842168,20246949
2022-03-23,546.4554443359375,546.4554443359375,542.7506616624735,546.4554443359375,25902069
2022-03-24,547.3816528320312,548.3078485221024,541.8244786916046,543.6768700717467,20060758
2022-03-25,553.8648071289062,553.8648071289062,551.0862211399652,552.9386117992593,26122381
2022-03-28,540.8983154296875,542.750706920885,537.1935324472923,538.1197281928911,26391576
2022-03-29,545.5291137695312,545.5291137695312,540.8981365728459,542.75052745152,14892032
2022-03-30,555.7173461914062,555.7173461914062,552.9387594604492,554.7911506144206,41230239
2022-03-31,552.938720703125,557.5696982634527,550.1601341669284,557.5696982634527,22700114
2022-04-01,545.5291137695312,545.5291137695312,540.8981365728459,541.8243320121829,29732696
2022-04-06,535.3410034179688,537.1933944332558,532.5624168950382,535.3410034179688,37645873
2022-04-07,524.2267456054688,530.7101152507661,524.2267456054688,528.8577239235383,42904743
2022-04-08,525.1529541015625,527.931541160301,524.2267584153163,525.1529541015625,28024587
2022-04-11,516.817138671875,524.2267033840166,516.817138671875,521.4481166169635,36820094
2022-04-12,515.8908081054688,522.374175532288,511.2598313720265,513.1122220654034,30671407
2022-04-13,530.7099609375,533.4885471204188,521.4480069944372,522.3742023887435,35865970
2022-04-14,530.7099609375,535.3409379090314,530.7099609375,534.4147425147252,19056590
2022-04-15,520.52197265625,524.226755379782,519.595776975367,520.52197265625,28253360
2022-04-18,519.5958251953125,524.2268040294953,516.8172378948028,517.7434336616393,15800959
2022-04-19,523.300537109375,527.0053196729813,521.4481458275719,524.2267327502766,16614705
2022-04-20,527.9315185546875,527.9315185546875,520.5219533819901,527.9315185546875,27606307
2022-04-21,523.300537109375,528.8577109547844,523.300537109375,528.8577109547844,18383650
2022-04-22,516.817138671875,517.7433342608928,515.8909430828573,516.817138671875,29283846
2022-04-25,506.6289978027344,511.2599758448069,505.7028021943199,509.4075846279779,43389591
2022-04-26,505.7027893066406,510.3337672306941,503.8503981370192,509.4075716458834,35825421
2022-04-27,487.1788330078125,492.7360060079016,487.1788330078125,490.88361500787187,55941533
2022-04-28,491.8099060058594,492.73610168571975,484.40034056697635,490.883710325999,45380836
2022-04-29,498.2933349609375,506.62909706994947,495.5147475912669,506.62909706994947,36664644
2022-05-03,491.8099060058594,500.1456671246027,490.883710325999,498.29327576488197,26317509
2022-05-04,494.5884704589844,497.36705737167534,490.8836879087298,493.66227482142074,16569622
2022-05-05,501.99786376953125,503.85025441074725,499.2192778077073,502.9240590901393,20374772
2022-05-06,489.0312805175781,491.8098673387007,487.1788893034964,489.0312805175781,32467268
2022-05-09,481.6216125488281,485.3263941838191,481.6216125488281,484.4001987750714,23709774
2022-05-10,479.7693786621094,480.6955743738123,467.72883440997145,468.6550301216744,41679907
2022-05-11,482.5478820800781,487.17885983516527,479.7692954270259,479.7692954270259,27157254
2022-05-12,467.72882080078125,479.7693647025835,467.72882080078125,477.9169733330755,32532963
2022-05-13,473.28594970703125,476.06453649591793,468.6549717255534,469.58116732184897,29074177
2022-05-16,481.6216125488281,485.3263941838191,479.76922173133266,482.54780795757586,21163106
2022-05-17,490.8836669921875,493.6622537864829,481.6217110112028,482.54790660930126,24496974
2022-05-18,498.2933349609375,501.0719223306082,494.58855180137664,501.0719223306082,30568176
2022-05-19,483.47412109375,488.10509926514607,481.6217298251916,484.4003167280292,29019751
2022-05-20,490.8836669921875,492.73605818838445,484.4002978054982,485.3264934035967,22651205
2022-05-23,489.0312805175781,494.58845415982336,489.0312805175781,493.6622585527825,17054170
2022-05-24,481.6216125488281,491.80976204505333,481.6216125488281,490.8835666363056,17802308
2022-05-25,485.3265380859375,489.95751650278805,481.62175535245706,483.4741467191973,22176476
2022-05-26,476.06451416015625,486.2526652414047,475.1383186073155,484.4002741357232,28327403
2022-05-27,490.8836669921875,490.8836669921875,483.47410220739977,485.3264934035967,27866643
2022-05-30,506.6289978027344,506.6289978027344,497.3670417185893,498.2932373270038,34476433
2022-05-31,518.6695556640625,518.6695556640625,500.1456429617745,501.9980342320033,72405873
2022-06-01,508.4814758300781,514.038650429314,507.5552800635389,509.40767159661743,29155176
2022-06-02,500.14569091796875,504.77666953757955,500.14569091796875,503.8504738136574,21420890
2022-06-06,500.14569091796875,503.8504738136574,498.2932994701244,501.0718866418909,17615003
2022-06-07,495.5146484375,498.2932352511682,492.73606162383174,495.5146484375,19497532
2022-06-08,503.850341796875,504.7765372781193,498.2931689094095,499.21936439065377,18835521
2022-06-09,501.0718688964844,501.99806458760537,497.36708613200017,498.2932818231212,16338602
2022-06-10,490.8836669921875,493.6622537864829,489.957471394089,490.8836669921875,21357130
2022-06-13,477.9168701171875,480.69545657135717,476.9906746324642,479.76926108663395,32854092
2022-06-14,475.1383361816406,476.0645317687393,469.58116265904835,469.58116265904835,36304444
2022-06-15,471.43353271484375,476.9907059884962,470.50733716923503,470.50733716923503,35680283
2022-06-16,473.063232421875,480.5130471056841,472.1320055863989,479.58182027020797,26909199
2022-06-17,466.5446472167969,468.40710089830105,464.6821935352927,465.1478069556688,43566737
2022-06-20,463.75091552734375,467.4758224793706,460.9572353133236,465.6133690033572,34209693
2022-06-21,470.2695617675781,470.2695617675781,464.6822006376663,466.54465434763694,33223685
2022-06-22,460.49163818359375,468.407065735789,460.49163818359375,466.544612194096,31034893
2022-06-23,452.110595703125,459.5604098444741,451.64498231929065,458.1635696929711,43548940
2022-06-24,453.0418395996094,458.6292004168708,452.1106127967325,455.8355200082401,27911980
2022-06-27,464.216552734375,471.2007536280717,461.4228723768963,461.8884857698094,37909718
2022-06-28,463.2852478027344,465.6133143746074,461.88840785961054,461.88840785961054,15274062
2022-06-29,457.2323303222656,464.2165308872697,457.2323303222656,461.88846403226836,30533789
2022-06-30,443.26397705078125,453.04185889748965,443.26397705078125,451.17940521240234,46311432
2022-07-01,422.3113098144531,441.4014572261318,421.3800831114444,439.07339046861,61744377
2022-07-04,409.7397766113281,420.4488844091242,409.7397766113281,412.5334569064054,52445919
2022-07-05,415.3271484375,420.44889578370237,403.22120016465806,418.58644220326516,50084244
2022-07-06,405.5493469238281,416.7240706048521,405.0837334371188,411.60232225104943,40549763
2022-07-07,426.0362243652344,427.43306444512035,408.34291668667817,411.6022102064122,48151202
2022-07-08,434.8829040527344,438.1421977661917,429.76115678873003,437.67658437855494,37897895
2022-07-11,430.2267150878906,438.142141664183,429.2954884318562,435.81407502409695,21941710
2022-07-12,418.58642578125,426.5018531875695,418.58642578125,426.5018531875695,23036423
2022-07-13,438.1421813964844,440.4702482476878,433.9516610643182,438.1421813964844,44035695
2022-07-14,442.332763671875,444.6608308490954,431.1580412212171,433.9517218338816,31936258
2022-07-15,458.629150390625,460.0259904425762,444.1951365204632,447.92004332566626,51846909
2022-07-18,461.42291259765625,464.21659319865114,454.90432452866816,461.42291259765625,39179575
2022-07-19,457.2323303222656,459.0947838062667,453.0418099832632,453.97303672526374,19874865
2022-07-20,460.9572448730469,468.40705893160117,457.69795122242937,467.4758321742819,35436652
2022-07-21,466.5446472167969,466.5446472167969,460.0260593315323,461.88851301303646,22285593
2022-07-22,468.4070739746094,470.26952754906114,465.6133936129318,470.26952754906114,25216400
2022-07-25,465.1477966308594,468.4070905011457,463.7509564007367,465.6134100409003,15245346
2022-07-26,460.9572448730469,465.14776528098366,457.2323378437697,465.14776528098366,18024265
2022-07-27,467.4757995605469,467.4757995605469,457.23230594467833,460.0259860217334,17166365
2022-07-28,466.5446472167969,473.9944619428136,464.6821935352927,473.9944619428136,33844011
2022-07-29,473.994384765625,474.92561145475196,469.33825131999015,473.06315807649804,29045617
2022-08-01,469.3382873535156,473.06319439600384,465.6133803110274,471.20074087475973,24117969
2022-08-02,458.16357421875,461.88848132621956,454.9042804997142,460.0260277724848,39838155
2022-08-03,466.5446472167969,466.5446472167969,459.09483249078016,460.0260593315323,27603474
2022-08-04,465.6134033203125,468.4070837402343,460.95726928710934,464.68217651367183,26027618
2022-08-05,480.51300048828125,480.51300048828125,472.1319597820903,473.9944132723549,32784279
2022-08-08,476.7881164550781,479.5817968249321,473.99443608522415,474.9256628751755,19333128
2022-08-09,474.9256591796875,475.85688596239277,469.3382984834559,472.1319788315717,21164373
2022-08-10,465.6134033203125,468.4070837402343,465.14778991699217,465.6134033203125,20861380
2022-08-11,478.6506042480469,478.6506042480469,474.925696821992,477.71937739153316,23740033
2022-08-12,481.4442138671875,482.3754405864664,478.65053370935084,479.5817604286297,19535923
2022-08-15,487.0315856933594,487.9628124346469,483.3066787282094,484.2379054694969,21273166
2022-08-16,488.89410400390625,489.8253308686756,487.03165027436756,489.8253308686756,20720414
2022-08-17,490.7565002441406,490.7565002441406,485.16913971005175,487.9628199770962,27143102
2022-08-18,484.2379150390625,485.169141798753,483.306688279372,484.2379150390625,17831084
2022-08-19,483.3066711425781,487.0315780492647,481.4442176892349,483.3066711425781,14022812
2022-08-22,476.7881164550781,478.6505700349808,474.9256628751755,475.8568896651268,11494000
2022-08-23,469.3382873535156,471.20074087475973,467.4758338322715,468.4070605928936,19191108
2022-08-24,468.4070739746094,473.0632079107387,468.4070739746094,469.3383007618353,14363212
2022-08-25,473.063232421875,474.9256860928273,469.3383250799705,470.26955191544664,9357138
2022-08-26,476.7881164550781,479.5817968249321,475.8568896651268,477.71934324502945,12914846
2022-08-29,464.216552734375,467.4758464847668,461.8884857698094,462.81971255563565,26590824
2022-08-30,461.8885192871094,465.6134267007151,461.8885192871094,463.2853595672115,24214535
2022-08-31,470.2695617675781,470.2695617675781,458.1636126527692,458.1636126527692,39357089
2022-09-01,456.7666931152344,461.4228265822602,456.3010797685318,460.9572132355576,39168672
2022-09-02,451.6449279785156,455.83544792883174,451.6449279785156,454.4386079453931,29982959
2022-09-05,452.5762023925781,454.4386559003665,450.7137488847897,451.6449756386839,15903415
2022-09-06,455.3699035644531,457.69797055609143,453.0418365728148,454.90429016612546,16700285
2022-09-07,440.004638671875,445.12638578869047,439.53902529761905,444.19515904017857,34678562
2022-09-08,442.332763671875,442.332763671875,439.53908305921055,440.4703099300987,27931552
2022-09-12,453.0418395996094,457.2323602125554,451.64499939529406,451.64499939529406,21597212
2022-09-13,459.0948181152344,460.95727173841993,457.2323644920489,460.95727173841993,16507036
2022-09-14,446.98883056640625,449.31689739227295,443.26392364501953,445.59199047088623,22645714
2022-09-15,446.286376953125,449.5644510755509,445.81808064992134,445.81808064992134,23104850
2022-09-16,442.07171630859375,442.07171630859375,439.26193845070014,440.6668273796469,39087513
2022-09-19,437.3887634277344,443.0083192747717,436.92046710714794,442.07172663359876,17182380
2022-09-20,446.286376953125,447.6912658627361,440.19852501147693,440.66682131468065,19842582
2022-09-21,441.13519287109375,445.34986031890674,438.7937109556421,443.4766747865454,24154633
2022-09-22,435.0472717285156,438.32534589654534,429.8960123216118,432.705790179923,29702508
2022-09-23,426.14971923828125,431.300979580722,426.14971923828125,429.4277940016526,29757787
2022-09-26,418.1886291503906,425.2130742089078,414.91055478974926,414.91055478974926,32342267
2022-09-27,419.593505859375,422.87158012390137,417.72032056535994,420.53009850638256,24961404
2022-09-28,410.22760009765625,420.530119734812,410.22760009765625,418.65693434623824,34402652
2022-09-29,407.4178161621094,415.37885394918504,404.60803811961205,414.91055760876884,41094780
2022-09-30,395.2420959472656,400.39335549160205,395.2420959472656,397.58357755832765,48266800
2022-10-03,390.5591735839844,397.58361915204165,390.0908772127805,391.9640626975958,36044395
2022-10-04,401.7982482910156,404.60802625109267,399.9250629842976,402.2665446176951,40375000
2022-10-05,416.78369140625,422.4032467959972,413.9739137113764,416.31539512377105,46496536
2022-10-06,422.4032897949219,422.4032897949219,418.6569191537252,421.9349934647723,30331834
2022-10-07,410.22760009765625,420.06182338766854,409.29100740336935,420.06182338766854,31941781
2022-10-11,376.0419616699219,386.34448116772796,375.5736653291125,382.12981410044364,95793819
2022-10-12,372.2955627441406,374.6370442708333,370.42237752278646,371.8272664388021,53570085
